Lat,Long,ArcV,ArcL,DAZ,Crescent Width,MA,JD,Ele,Visibility,Lag_minutes
48.6,7.7,15.9,18.2,8.94,46.52,-37.24,2427333.71,147.17,1,-101.0
25.25,45.25,16.22,18.91,9.81,51.36,35.51,2457162.16,711.85,1,78.0
34.36,-2.96,16.33,18.15,8.0,46.67,-36.4,2459049.72,487.77,1,-90.0
34.36,-2.96,16.33,18.15,8.0,46.67,-36.4,2459049.72,487.77,1,-90.0
21.42,39.83,15.85,16.32,3.93,37.39,33.57,2456778.16,325.21,1,74.0
32.47,44.55,15.4,16.26,5.28,36.34,35.2,1677702.28,26.45,1,78.0
30.02,47.72,15.5,15.76,2.84,37.85,26.8,2456660.09,23.72,1,81.0
35.34,5.73,16.67,16.78,1.9,42.67,-29.6,2458724.71,859.3,1,-89.0
2.19,102.25,15.49,17.36,7.91,45.78,-30.21,2459167.46,4.89,1,-65.0
24.35,56.74,15.38,15.63,2.85,32.91,35.28,2455243.09,10.8,1,70.0
36.72,10.34,15.62,17.33,7.57,40.25,39.38,2459318.25,89.47,1,82.0
21.43,39.81,15.8,16.21,3.67,39.98,28.29,2457487.15,275.11,1,72.0
34.8,-5.58,15.92,22.92,16.65,78.12,40.43,2459082.3,290.02,1,80.0
24.39,39.63,16.26,17.1,5.35,44.26,29.98,2456276.11,654.81,1,83.0
32.79,35.44,15.97,22.09,15.4,73.57,37.43,2452142.18,297.33,1,78.0
32.79,35.44,15.97,22.09,15.4,73.57,37.43,2452142.18,297.33,1,78.0
32.79,35.44,15.97,22.09,15.4,73.57,37.43,2452142.18,297.33,1,78.0
32.79,35.44,15.97,22.09,15.4,73.57,37.43,2452142.18,297.33,1,78.0
10.62,10.03,16.07,16.5,3.76,40.63,29.85,2458255.24,544.52,0,72.0
24.81,46.65,16.3,16.34,1.2,40.33,29.55,2457103.13,654.25,0,75.0
32.47,44.55,15.7,16.56,5.33,41.08,-29.37,1644182.73,26.45,1,-87.0
-32.22,26.64,16.79,16.85,1.43,43.21,29.19,2455833.18,1312.16,1,84.0
25.07,67.2,15.68,15.81,2.06,33.74,34.81,2455597.06,101.01,1,73.0
32.06,35.03,15.87,21.54,14.71,69.94,37.47,2458698.2,281.61,1,79.0
48.14,11.58,16.25,17.23,5.79,39.99,37.88,2455597.18,518.06,1,107.0
32.49,3.68,16.13,20.53,12.83,60.36,38.51,2457162.28,494.82,1,83.0
2.45,101.86,15.57,16.99,6.86,39.85,36.36,2454326.98,24.98,0,64.0
24.72,46.67,16.27,18.84,9.61,51.02,35.39,2457162.15,627.1,1,78.0
24.54,39.63,16.34,20.26,12.08,61.54,35.63,2453737.12,612.25,1,88.0
35.61,10.79,15.91,21.19,14.13,67.59,-37.31,2456302.77,78.74,1,-96.0
32.08,34.88,15.72,21.77,15.21,70.65,38.23,2451758.19,59.85,1,78.0
32.08,34.88,15.72,21.77,15.21,70.65,38.23,2451758.19,59.85,1,78.0
32.08,34.88,15.72,21.77,15.21,70.65,38.23,2451758.19,59.85,1,78.0
32.08,34.88,15.72,21.77,15.21,70.65,38.23,2451758.19,59.85,1,78.0
26.17,50.55,15.4,16.35,5.55,36.26,36.68,2458964.13,5.75,1,73.0
26.17,50.55,15.4,16.35,5.55,36.26,36.68,2458964.13,5.75,1,73.0
32.6,44.4,15.39,16.26,5.31,36.34,35.21,1677702.28,15.0,1,78.0
31.79,35.31,16.24,22.07,15.1,73.49,37.43,2452142.18,431.97,1,78.0
31.79,35.31,16.24,22.07,15.1,73.49,37.43,2452142.18,431.97,1,78.0
5.59,-0.23,15.64,16.9,6.48,41.26,33.42,2455745.26,29.21,0,68.0
23.59,58.38,15.44,15.46,0.66,36.45,26.31,2456660.07,9.15,1,76.0
32.49,3.68,16.21,17.78,7.36,48.01,30.85,2457487.26,494.82,0,81.0
23.34,40.32,16.7,16.81,1.89,38.02,-38.35,2457690.64,903.17,1,-76.0
32.6,44.4,15.58,17.02,6.93,39.61,38.05,1654344.3,15.0,1,80.0
39.0,-76.8,15.77,15.78,0.42,34.16,33.74,2448687.46,79.0,1,-1356.0
-7.57,110.83,16.01,16.2,2.47,39.9,-27.73,2457927.45,89.91,0,-71.0
-7.57,110.83,16.01,16.2,2.47,39.9,-27.73,2457927.45,89.91,1,-71.0
2.95,101.85,15.54,15.67,2.04,35.24,30.36,2459228.97,34.99,1,70.0
35.78,-5.8,15.64,22.93,16.94,78.22,40.43,2459082.3,22.77,1,79.0
32.47,44.55,15.83,15.84,0.34,38.2,-27.82,1676754.75,26.45,1,-80.0
24.0,38.2,15.51,19.8,12.43,55.18,40.94,2456956.12,3.75,1,75.0
20.46,58.75,15.5,15.71,2.56,33.14,35.88,2459318.1,4.0,1,69.0
30.46,31.18,15.66,22.0,15.62,72.32,38.52,2457930.21,14.24,1,78.0
25.27,55.29,15.35,15.85,3.97,33.73,36.16,2459318.11,0.0,1,72.0
32.47,44.55,15.59,17.01,6.88,39.57,38.04,1654344.3,26.45,1,81.0
32.08,34.88,15.79,18.16,9.05,46.64,36.39,2450784.11,59.85,1,87.0
32.08,34.88,15.79,18.16,9.05,46.64,36.39,2450784.11,59.85,1,87.0
32.08,34.88,15.79,18.16,9.05,46.64,36.39,2450784.11,59.85,1,87.0
32.77,4.56,16.11,18.34,8.85,50.78,31.99,2456276.2,316.44,1,92.0
49.6,8.74,16.01,16.85,5.3,38.22,37.93,2455243.2,161.91,0,106.0
32.47,44.55,15.67,18.25,9.46,44.62,40.77,1644392.26,26.45,1,84.0
31.32,34.61,15.93,21.76,14.98,70.6,38.24,2451758.19,119.52,1,78.0
31.98,35.28,16.74,18.48,7.92,47.38,38.66,2451995.17,999.92,1,82.0
32.47,44.55,15.75,16.61,5.32,36.93,37.86,1671176.31,26.45,1,87.0
26.37,49.82,15.65,15.74,1.65,37.77,26.78,2456660.08,6.73,1,78.0
25.07,67.2,15.85,16.13,3.02,37.74,30.07,2456335.06,101.01,1,74.0
33.59,-7.12,16.17,23.52,17.26,83.25,40.92,2458314.32,266.8,1,83.0
32.6,44.4,15.62,18.9,10.75,47.77,42.67,1690932.31,15.0,1,83.0
31.81,34.64,15.61,17.26,7.45,42.42,34.46,2451611.16,12.61,1,77.0
23.75,90.39,15.69,19.34,11.43,56.62,34.02,2458314.03,13.0,1,74.0
32.47,44.55,15.74,18.34,9.51,47.35,38.31,1611141.27,26.45,1,87.0
32.47,44.55,15.68,17.83,8.58,47.35,32.96,1649501.26,26.45,1,85.0
32.47,44.55,15.8,18.22,9.17,46.12,-37.72,1652184.72,26.45,1,-84.0
24.39,39.63,16.55,19.08,9.59,52.3,35.85,2457162.17,654.81,1,79.0
31.26,35.22,16.54,18.5,8.37,47.23,40.05,2451168.12,617.59,1,91.0
9.41,-0.84,16.09,19.39,10.93,51.24,41.1,2457221.27,195.75,1,68.0
35.61,10.79,15.86,18.55,9.71,46.21,41.75,2456424.26,78.74,1,86.0
8.5,4.55,16.1,19.21,10.57,50.29,40.73,2457221.26,317.58,1,69.0
53.58,-2.43,16.13,16.75,4.56,41.98,-29.29,2459108.74,102.93,1,-118.0
53.58,-2.43,16.13,16.75,4.56,41.98,-29.29,2459108.74,102.93,1,-118.0
32.6,44.4,15.71,18.34,9.57,47.36,38.31,1611141.27,15.0,1,87.0
32.44,3.56,16.58,22.81,15.83,78.32,39.6,2458698.28,604.15,1,82.0
32.47,44.55,15.71,17.54,7.88,42.88,35.17,1635680.29,26.45,1,77.0
28.4,36.73,16.57,16.74,2.38,42.29,30.23,2457103.16,785.47,1,79.0
49.6,8.74,16.09,17.27,6.35,40.21,37.96,2455597.19,161.91,0,110.0
24.45,54.38,15.56,15.59,0.99,37.08,26.54,2456660.07,1.8,1,77.0
32.47,44.55,15.65,18.89,10.7,47.73,42.66,1690932.31,26.45,1,83.0
25.25,45.25,16.65,16.9,2.91,41.38,31.59,2456335.12,711.85,1,77.0
32.6,44.4,15.65,17.83,8.63,47.36,32.96,1649501.26,15.0,1,85.0
24.81,46.65,16.47,20.64,12.57,62.61,36.77,2457546.16,654.25,1,79.0
31.82,-7.53,16.44,22.81,15.98,76.15,40.65,2457546.32,579.95,1,85.0
26.17,50.55,15.63,15.71,1.59,37.63,26.74,2456660.08,5.75,1,79.0
31.8,35.31,16.24,22.07,15.09,73.44,37.42,2452142.18,291.93,1,79.0
-33.93,18.42,15.68,15.86,2.41,38.0,28.99,2456217.21,30.49,1,82.0
23.75,90.39,15.65,16.8,6.18,39.1,35.55,2459407.04,13.0,1,76.0
32.47,44.55,15.82,17.8,8.24,47.58,32.53,1653635.31,26.45,1,84.0
39.0,-76.8,15.76,15.77,0.42,34.13,33.73,2448687.46,52.79,1,-1355.0
25.62,45.62,16.66,16.88,2.79,41.3,31.55,2456335.12,719.4,1,77.0
26.44,50.1,15.66,15.81,2.21,33.65,35.69,2455243.11,5.58,1,73.0
30.46,31.18,15.89,18.45,9.48,50.63,-32.37,2457041.7,14.24,1,-86.0
30.41,19.58,15.7,17.13,6.91,41.13,35.09,2456778.22,11.48,1,79.0
26.3,50.12,15.9,18.74,10.03,50.46,35.15,2457162.14,63.79,1,77.0
21.42,39.83,16.23,16.23,0.11,40.13,27.66,2456660.12,325.21,1,78.0
30.46,31.18,15.73,19.49,11.64,54.54,36.54,2457162.2,14.24,1,79.0
34.36,-2.96,16.61,20.38,11.94,59.86,-39.44,2457601.72,487.77,1,-88.0
-7.57,110.83,16.0,16.05,1.32,37.22,30.24,2457161.94,89.91,1,71.0
-7.57,110.83,16.0,16.05,1.32,37.22,30.24,2457161.94,89.91,1,71.0
32.29,-111.05,16.76,18.26,7.34,46.35,39.57,2452408.6,703.51,1,88.0
32.29,-111.05,16.76,18.26,7.34,46.35,39.57,2452408.6,703.51,1,88.0
32.29,-111.05,16.76,18.26,7.34,46.35,39.57,2452408.6,703.51,1,88.0
32.29,-111.05,16.76,18.26,7.34,46.35,39.57,2452408.6,703.51,1,88.0
32.47,44.55,16.13,16.66,4.2,38.94,-33.95,1671940.72,26.45,1,-90.0
31.9,51.87,17.38,18.18,5.37,46.78,38.09,2457783.09,1902.05,1,90.0
27.52,41.7,17.01,18.34,6.93,46.45,39.78,2451168.1,991.4,1,89.0
31.0,6.77,16.25,22.26,15.38,72.56,39.63,2457546.28,182.98,1,82.0
-7.97,111.5,16.3,20.67,12.85,64.39,-36.03,2458724.44,141.76,1,-73.0
35.5,11.07,15.78,19.68,11.89,53.61,41.28,2459407.27,3.64,1,86.0
10.38,7.85,16.86,16.87,0.82,43.12,-29.55,2456657.74,657.99,0,-77.0
50.0,36.2,16.17,17.05,5.48,38.94,38.96,2426805.18,122.0,1,110.0
10.62,10.03,16.55,17.89,6.86,48.13,31.77,2458343.24,544.52,0,71.0
35.5,11.07,15.75,17.28,7.18,40.02,39.28,2459318.24,3.64,1,82.0
32.47,44.55,15.9,21.85,15.15,71.49,38.23,1609162.32,26.45,1,78.0
50.0,36.2,16.17,17.05,5.48,38.94,38.96,2426805.18,105.25,1,110.0
31.81,34.64,15.81,21.76,15.11,70.58,38.22,2451758.19,12.61,1,78.0
31.81,34.64,15.81,21.76,15.11,70.58,38.22,2451758.19,12.61,1,78.0
29.63,34.88,16.81,22.05,14.42,73.33,37.44,2452142.18,753.07,1,80.0
29.63,34.88,16.81,22.05,14.42,73.33,37.44,2452142.18,753.07,1,80.0
25.25,45.25,16.84,16.93,1.75,42.53,31.11,2456719.13,711.85,1,77.0
-7.57,110.83,16.06,16.92,5.38,41.42,33.97,2456571.94,89.91,1,69.0
-7.57,110.83,16.06,16.92,5.38,41.42,33.97,2456571.94,89.91,1,69.0
10.38,7.85,16.77,20.66,12.19,61.65,40.76,2456572.22,657.99,0,73.0
32.47,44.55,16.0,16.43,3.76,37.96,33.62,1693088.3,26.45,1,89.0
33.59,-7.12,16.3,22.94,16.32,78.3,40.5,2459082.3,266.8,1,81.0
31.82,-7.53,16.73,18.21,7.28,50.37,31.59,2457487.29,579.95,1,83.0
32.47,44.55,15.95,16.01,1.43,38.11,29.74,1603905.3,26.45,1,80.0
32.47,44.55,15.97,20.56,13.08,63.39,35.38,1664827.24,26.45,1,93.0
6.62,3.5,16.03,16.07,1.14,38.22,30.79,2455361.25,38.02,1,72.0
33.59,-7.12,16.33,18.22,8.17,45.0,40.73,2458964.3,266.8,1,84.0
32.47,44.55,16.01,16.1,1.63,38.97,28.37,1584533.31,26.45,1,80.0
32.6,44.4,15.93,20.56,13.14,63.4,35.38,1664827.24,15.0,1,93.0
31.77,35.2,16.76,18.48,7.86,47.34,38.65,2451995.17,739.27,1,82.0
31.77,35.2,16.76,18.48,7.86,47.34,38.65,2451995.17,739.27,1,82.0
31.26,35.22,16.83,18.47,7.69,47.32,38.64,2451995.17,617.59,1,82.0
31.26,35.22,16.83,18.47,7.69,47.32,38.64,2451995.17,617.59,1,82.0
32.47,44.55,15.91,22.4,15.94,70.24,43.68,1669847.25,26.45,1,82.0
21.42,39.83,16.57,17.13,4.39,44.4,30.04,2456276.11,325.21,1,81.0
24.72,46.67,16.77,16.88,1.92,42.27,31.01,2456719.13,627.1,1,77.0
25.62,45.62,16.84,16.91,1.63,42.44,31.08,2456719.13,719.4,1,78.0
21.42,39.83,16.59,16.59,0.17,41.57,29.98,2457103.15,325.21,1,74.0
-7.57,110.83,16.23,16.26,0.97,39.84,29.5,2459169.94,89.91,0,73.0
24.39,39.63,16.81,17.1,3.16,42.35,31.97,2456335.14,654.81,1,77.0
48.14,11.58,16.96,17.24,3.13,44.45,-30.22,2459108.7,518.06,1,-110.0
35.34,5.73,17.11,17.6,4.15,45.69,-32.84,2458812.76,859.3,1,-95.0
32.6,44.4,15.87,21.86,15.19,71.5,38.23,1609162.32,15.0,1,78.0
26.33,43.97,16.74,16.93,2.54,41.5,31.64,2456335.12,602.36,0,79.0
33.59,-7.12,16.52,17.81,6.72,42.51,40.51,2459318.29,266.8,0,84.0
38.0,23.7,16.37,20.47,12.44,61.6,36.48,2406074.25,122.0,1,94.0
32.96,35.49,16.98,23.66,16.64,83.95,-40.88,2451725.6,629.03,1,-88.0
32.96,35.49,16.98,23.66,16.64,83.95,-40.88,2451725.6,629.03,1,-88.0
32.89,3.76,16.84,17.42,4.51,46.21,29.69,2456660.21,589.32,1,92.0
26.44,50.1,15.88,18.73,10.05,50.43,35.14,2457162.14,5.58,0,77.0
35.7,51.42,17.54,18.84,6.95,51.96,-35.47,2453320.63,1183.03,1,-96.0
32.6,44.4,15.95,16.02,1.47,38.12,29.75,1603905.31,15.0,1,80.0
-7.57,110.83,16.46,21.79,14.44,68.23,-41.93,2458428.42,89.91,0,-68.0
33.49,6.8,16.11,17.38,6.6,40.51,39.55,2459318.25,62.3,1,82.0
26.37,49.82,15.9,18.74,10.03,50.47,35.16,2457162.14,6.73,1,77.0
32.6,44.4,16.02,16.1,1.59,38.98,28.37,1584533.31,15.0,1,80.0
15.6,35.6,16.66,16.67,0.29,38.72,36.23,2445823.17,335.0,1,75.0
25.64,55.99,16.03,16.13,1.83,35.11,35.53,2455597.09,17.27,1,75.0
37.23,-80.43,16.95,20.96,12.47,66.31,35.95,2457871.51,633.12,1,91.0
-7.57,110.83,16.35,20.64,12.73,64.2,-35.99,2458724.44,89.91,1,-74.0
15.6,35.6,16.66,16.67,0.29,38.72,36.24,2445823.17,433.74,1,76.0
32.6,44.4,16.0,16.43,3.78,37.97,33.63,1693088.3,15.0,1,90.0
32.47,44.55,16.16,24.15,18.15,87.2,42.83,1661461.24,26.45,1,89.0
-6.92,106.93,16.83,17.68,5.49,46.67,32.09,2457841.96,605.75,1,71.0
10.62,10.03,16.87,18.39,7.4,45.42,41.03,2457664.22,544.52,1,71.0
32.47,44.55,16.1,18.12,8.4,49.31,31.72,1636005.27,26.45,1,83.0
26.35,43.95,16.91,16.97,1.39,42.71,31.18,2456719.13,609.33,1,79.0
32.6,44.4,16.11,24.15,18.2,87.22,42.83,1661461.24,15.0,1,89.0
30.88,34.46,16.58,18.51,8.33,47.32,40.08,2451168.12,251.05,1,91.0
2.19,102.25,16.05,17.22,6.32,42.8,34.16,2455331.97,4.89,1,73.0
26.17,50.55,16.04,17.12,6.04,39.44,38.78,2456424.14,5.75,1,78.0
24.47,39.61,16.94,18.49,7.47,47.35,39.03,2459407.18,603.61,1,82.0
32.47,44.55,16.14,24.85,19.11,92.38,43.17,1654521.24,26.45,1,90.0
31.93,34.86,16.22,22.07,15.13,73.46,37.43,2452142.18,88.33,1,79.0
31.32,34.61,16.39,22.07,14.95,73.48,37.44,2452142.18,119.52,1,79.0
8.41,48.48,16.76,19.62,10.32,52.68,41.99,2455273.13,465.0,1,71.0
24.45,54.38,16.09,16.97,5.45,38.78,38.48,2456424.12,1.8,1,76.0
-7.57,110.83,16.37,16.38,0.74,38.7,30.76,2458401.94,89.91,1,69.0
32.47,44.55,16.43,16.95,4.25,42.51,-31.67,1654872.77,26.45,1,-82.0
33.62,-7.37,16.33,18.22,8.17,45.01,40.73,2458964.3,128.72,1,84.0
32.47,44.55,16.28,16.28,0.41,38.76,-30.56,1624130.75,26.45,1,-89.0
32.47,44.55,16.08,21.66,14.67,69.83,39.22,1635917.24,26.45,1,93.0
21.42,39.83,16.63,17.12,4.1,42.45,31.99,2456335.14,325.21,1,75.0
32.6,44.4,16.08,24.85,19.16,92.4,43.17,1654521.24,15.0,1,90.0
32.6,44.4,16.04,21.66,14.73,69.85,39.22,1635917.24,15.0,1,93.0
48.2,5.1,16.64,16.9,2.96,42.25,30.1,2427897.26,244.0,1,110.0
32.6,44.4,16.08,18.12,8.45,49.32,31.73,1636005.27,15.0,1,84.0
49.6,8.74,16.54,21.76,14.29,70.43,38.97,2457842.25,161.91,1,108.0
48.2,5.1,16.64,16.9,2.96,42.25,30.1,2427897.26,258.33,1,110.0
37.23,-80.41,16.95,17.63,4.9,41.62,40.84,2456040.51,634.3,0,94.0
33.49,6.8,16.29,19.76,11.31,54.08,41.5,2459407.28,62.3,1,86.0
5.59,-0.23,16.42,16.48,1.36,41.31,-28.62,2455446.75,29.21,1,-69.0
28.33,37.63,17.18,17.19,0.71,43.84,31.6,2456719.15,944.99,0,82.0
31.59,9.16,16.69,22.55,15.33,76.55,39.17,2458698.27,244.61,1,82.0
26.17,50.55,16.07,20.5,12.88,61.81,36.49,2457546.15,5.75,1,78.0
23.75,90.39,16.12,19.11,10.39,55.23,33.5,2458698.03,13.0,1,75.0
35.78,-5.8,16.47,16.51,1.1,40.8,-28.91,2459108.75,22.77,1,-86.0
32.47,44.55,16.21,16.62,3.71,39.86,32.54,1671471.28,26.45,1,80.0
28.4,36.73,17.06,17.15,1.83,42.6,32.1,2456335.14,785.47,1,82.0
31.93,34.86,16.34,18.48,8.73,47.14,39.99,2451168.11,88.33,1,92.0
41.34,-75.73,16.78,20.57,12.04,58.98,41.81,2456778.5,263.7,1,97.0
38.0,23.7,16.38,20.47,12.41,61.55,36.46,2406074.24,42.02,1,94.0
-7.57,110.83,16.32,18.42,8.64,51.32,32.99,2457457.95,89.91,0,69.0
-7.57,110.83,16.66,18.11,7.19,45.21,-38.53,2458193.44,89.91,1,-70.0
-7.57,110.83,16.66,18.11,7.19,45.21,-38.53,2458193.44,89.91,1,-70.0
32.49,3.68,16.88,16.94,1.5,40.46,33.59,2455951.22,494.82,1,88.0
30.41,19.58,16.11,19.89,11.8,56.74,37.31,2457162.23,11.48,1,81.0
-7.57,110.83,16.54,18.12,7.48,43.93,-41.4,2458547.45,89.91,0,-72.0
5.59,-0.23,16.34,16.4,1.44,39.3,32.19,2458639.26,29.21,1,73.0
27.71,85.32,17.45,18.16,5.1,44.23,42.12,2459348.05,1295.07,1,88.0
31.32,34.61,16.47,18.5,8.51,47.23,40.04,2451168.12,119.52,1,91.0
33.62,-7.37,16.48,18.21,7.84,50.35,31.57,2457487.29,128.72,1,84.0
2.45,101.86,16.19,16.24,1.21,36.57,34.03,2451994.97,24.98,1,67.0
-33.87,151.21,16.31,16.37,1.42,40.46,28.54,2455803.82,26.48,1,82.0
21.58,39.17,16.12,16.63,4.15,37.52,37.35,2458964.16,10.12,1,74.0
32.63,51.37,17.96,18.87,5.86,52.15,-35.58,2453320.62,1645.27,1,-94.0
11.86,9.97,17.09,17.12,1.04,43.47,-30.94,2456214.71,382.72,1,-73.0
24.45,54.38,16.27,16.57,3.14,39.79,30.92,2456335.09,1.8,1,75.0
-7.57,110.83,16.64,18.88,9.03,50.07,-38.43,2456982.42,89.91,0,-71.0
33.4,6.83,16.72,16.76,1.22,42.58,-29.57,2458724.71,71.78,1,-87.0
32.67,51.67,17.97,18.88,5.88,52.21,-35.59,2453320.62,1571.84,1,-94.0
23.75,90.39,16.17,19.03,10.15,54.06,33.77,2459082.02,13.0,1,74.0
46.16,-1.15,16.25,18.28,8.47,50.34,32.71,2457103.26,6.41,1,99.0
32.47,44.55,16.42,18.56,8.76,50.64,34.07,1658271.26,26.45,1,87.0
21.42,39.83,16.89,17.14,2.95,43.59,31.48,2456719.15,325.21,1,75.0
50.61,9.03,16.77,18.13,6.98,48.69,33.19,2456719.22,272.09,1,113.0
-7.57,110.83,16.58,18.5,8.3,50.87,33.31,2457014.96,89.91,0,72.0
33.49,6.8,16.74,18.43,7.8,48.13,-36.97,2459049.69,62.3,1,-91.0
-7.57,110.83,16.81,18.37,7.5,45.94,-40.87,2458901.45,89.91,0,-74.0
32.47,44.55,16.67,16.68,0.59,41.84,-30.23,1644270.77,26.45,1,-82.0
35.97,50.78,17.66,19.73,8.9,54.19,40.55,2450193.14,1444.36,1,94.0
32.47,44.55,16.46,18.47,8.47,51.74,32.51,1649973.31,26.45,1,87.0
32.6,44.4,16.39,18.56,8.81,50.65,34.07,1658271.26,15.0,1,88.0
53.96,-1.08,16.36,21.99,14.87,69.69,42.96,2455332.34,18.16,1,139.0
2.45,101.86,16.43,16.43,0.44,39.83,31.39,2454120.98,24.98,1,72.0
5.59,-0.23,16.74,16.76,0.91,41.68,-30.28,2456214.74,29.21,1,-70.0
18.22,42.5,18.28,19.04,5.4,53.87,-33.62,2457041.65,2224.57,1,-86.0
10.62,10.03,17.32,17.45,2.18,42.73,-34.8,2456155.71,544.52,0,-75.0
2.32,102.39,16.37,16.46,1.79,39.13,31.03,2457161.97,41.95,1,72.0
31.79,35.31,17.34,23.6,16.2,83.59,-40.8,2451725.61,431.97,1,-88.0
24.47,39.61,17.45,18.19,5.19,48.98,-32.8,2456214.64,603.61,1,-81.0
32.49,3.68,17.17,17.17,0.21,39.68,38.73,2455243.23,494.82,0,85.0
32.6,44.4,16.47,21.97,14.71,66.43,44.55,1630335.32,15.0,1,81.0
30.04,31.24,16.36,18.86,9.51,49.29,39.72,2459407.21,21.35,1,84.0
32.47,44.55,16.71,20.83,12.58,64.78,-37.11,1653661.72,26.45,1,-88.0
10.38,7.85,17.33,17.68,3.53,47.56,30.15,2456660.23,657.99,1,77.0
32.47,44.55,16.59,17.59,5.91,42.67,-38.71,1662490.74,26.45,1,-85.0
37.23,-80.41,17.21,17.23,0.86,41.67,35.55,2455302.5,634.3,1,96.0
21.42,39.83,17.04,20.26,11.09,61.61,35.69,2453737.12,325.21,1,89.0
51.68,7.82,16.64,18.16,7.35,48.83,33.21,2456719.22,62.58,1,114.0
28.4,36.73,17.47,19.52,8.81,56.5,36.59,2448776.19,785.47,1,89.0
8.5,4.55,17.18,17.25,1.49,41.75,-34.39,2456155.73,317.58,1,-74.0
10.38,7.85,17.66,20.98,11.46,66.16,-37.73,2457129.72,657.99,0,-74.0
14.74,-17.51,16.47,21.56,14.09,67.13,42.36,2456572.29,9.66,1,73.0
32.47,44.55,16.5,21.96,14.66,66.37,44.54,1630335.32,26.45,1,81.0
10.38,7.85,17.26,17.26,0.45,41.78,35.51,2456778.24,657.99,0,76.0
25.29,51.54,16.41,16.65,2.86,40.19,31.09,2456335.1,6.23,1,76.0
24.07,55.79,17.12,20.51,11.43,63.51,35.86,2458698.13,360.98,0,79.0
25.4,55.45,16.41,17.96,7.38,44.71,37.93,2459407.13,1.06,1,80.0
28.4,36.73,17.54,23.31,15.52,81.93,40.62,2456247.12,785.47,1,95.0
31.0,6.77,16.89,17.32,3.87,45.68,29.52,2456660.2,182.98,1,90.0
37.23,-80.41,17.42,23.59,16.08,79.17,44.32,2457162.52,634.3,1,95.0
26.37,49.82,16.51,16.7,2.51,40.41,31.19,2456335.11,6.73,1,77.0
18.08,-15.98,16.38,19.01,9.77,54.24,33.58,2458343.32,5.69,1,72.0
33.49,6.8,16.88,16.97,1.72,43.08,-29.74,2459108.72,62.3,1,-86.0
2.45,101.86,16.52,17.48,5.79,45.79,31.97,2452909.96,24.98,0,69.0
21.42,39.83,17.02,18.99,8.53,51.81,35.73,2457162.17,325.21,1,79.0
25.07,67.2,16.85,24.25,17.64,87.98,42.76,2455391.1,101.01,0,78.0
18.22,42.5,18.41,19.05,4.95,52.21,-36.98,2458428.63,2224.57,1,-81.0
5.59,-0.23,16.66,21.71,14.09,69.65,39.82,2456188.25,29.21,1,70.0
30.41,19.58,16.42,18.15,7.81,44.28,40.98,2456424.23,11.48,1,83.0
10.62,10.03,17.25,17.58,3.43,47.05,29.99,2456660.22,544.52,1,77.0
32.07,36.09,17.54,19.76,9.21,58.64,-35.9,2459196.68,619.33,1,-99.0
33.4,6.83,16.88,16.97,1.74,43.08,-29.75,2459108.72,71.78,0,-87.0
27.52,41.7,17.66,23.12,15.08,80.63,40.32,2456247.1,991.4,1,95.0
14.74,-17.51,16.51,17.0,4.11,42.8,32.43,2455361.32,9.66,1,76.0
24.47,39.61,17.65,18.2,4.49,49.47,-31.94,2459108.63,603.61,1,-82.0
31.26,35.22,17.32,19.7,9.5,56.8,37.88,2452054.19,617.59,1,91.0
24.47,39.61,17.59,18.15,4.52,50.01,-31.49,2455446.63,603.61,1,-81.0
10.62,10.03,17.3,17.31,0.23,45.53,30.18,2457487.23,544.52,0,74.0
24.47,39.61,17.48,19.08,7.73,49.4,41.42,2458875.13,603.61,1,86.0
32.08,34.88,16.7,18.47,7.96,47.29,38.61,2451995.17,59.85,1,82.0
32.08,34.88,16.7,18.47,7.96,47.29,38.61,2451995.17,59.85,1,82.0
32.08,34.88,16.7,18.47,7.96,47.29,38.61,2451995.17,59.85,1,82.0
32.08,34.88,16.7,18.47,7.96,47.29,38.61,2451995.17,59.85,1,82.0
2.33,102.29,16.72,19.56,10.27,53.52,39.55,2456364.98,40.36,1,69.0
-7.57,110.83,17.07,17.67,4.65,42.74,-37.02,2456539.44,89.91,1,-72.0
32.08,34.88,16.98,17.05,1.54,43.7,-31.13,2451784.63,59.85,1,-87.0
32.08,34.88,16.98,17.05,1.54,43.7,-31.13,2451784.63,59.85,1,-87.0
5.59,-0.23,16.64,19.5,10.29,55.09,36.84,2455508.24,29.21,1,77.0
24.45,54.38,16.44,16.56,2.02,40.73,30.43,2456719.1,1.8,1,75.0
10.38,7.85,17.7,17.83,2.13,47.33,-31.45,2457041.74,657.99,1,-79.0
31.95,35.92,17.86,17.9,1.14,48.5,-31.55,2458724.63,820.71,1,-92.0
31.93,34.86,16.73,18.46,7.92,47.29,38.61,2451995.17,88.33,1,82.0
31.93,34.86,16.73,18.46,7.92,47.29,38.61,2451995.17,88.33,1,82.0
31.93,34.86,16.73,18.46,7.92,47.29,38.61,2451995.17,88.33,1,82.0
-7.97,111.5,16.78,17.14,3.52,39.96,37.35,2458874.96,141.76,1,73.0
5.59,-0.23,16.66,22.59,15.44,76.59,39.09,2455804.26,29.21,1,69.0
25.27,55.29,16.44,17.96,7.33,44.7,37.93,2459407.13,0.0,1,80.0
24.47,39.61,17.41,20.99,11.87,65.68,37.23,2459082.16,603.61,1,79.0
25.37,49.59,16.96,20.62,11.86,63.37,36.55,2459082.14,154.79,1,77.0
